jd_utc,ra_deg,dec_deg,magnitude,band,obs_code,sigma_ra_arcsec,sigma_dec_arcsec,source,designation
2460989.71267,195.76145833333337,-4.826388888888888,13.4,g,M04,0.5,0.5,mpc_real_http,0003I
2460989.71546,195.75954166666668,-4.8253055555555555,14.0,g,M04,0.5,0.5,mpc_real_http,0003I
2460990.32579,195.3841666666667,-4.7017500000000005,13.7,G,Q21,0.5,0.5,mpc_real_http,0003I
2460990.32649,195.3839166666667,-4.702138888888889,11.2,G,Q21,0.5,0.5,mpc_real_http,0003I
2460990.33071,195.38091666666668,-4.700611111111111,11.5,G,Q21,0.5,0.5,mpc_real_http,0003I
2460990.34193,195.374,-4.698277777777778,9.7,V,P87,0.5,0.5,mpc_real_http,0003I
2460990.34753,195.37058333333337,-4.69725,,,P87,0.5,0.5,mpc_real_http,0003I
2460990.35334,195.3671666666667,-4.696138888888889,,,P87,0.5,0.5,mpc_real_http,0003I
2460990.4035608703,203.87944927487334,-4.641006736528451,18.308152044392244,r,T08,0.35,0.35,extended_ATLAS_Chile,
2460990.483422,195.28654166666664,-4.669361111111112,11.4,G,N56,0.5,0.5,mpc_real_http,0003I
2460990.485293,195.28533333333337,-4.6690000000000005,12.2,G,N56,0.5,0.5,mpc_real_http,0003I
2460990.488917,195.2830416666667,-4.668277777777778,12.1,G,N56,0.5,0.5,mpc_real_http,0003I
2460990.489175,195.28295833333337,-4.668083333333334,11.4,G,N56,0.5,0.5,mpc_real_http,0003I
2460990.492251,195.28095833333336,-4.667611111111111,12.1,G,N56,0.5,0.5,mpc_real_http,0003I
2460990.494919,195.27933333333337,-4.667027777777778,11.5,G,N56,0.5,0.5,mpc_real_http,0003I
2460990.69951,195.15270833333332,-4.625055555555556,11.4,r,213,0.5,0.5,mpc_real_http,0003I
2460990.70407,195.149625,-4.6240000000000006,11.4,r,213,0.5,0.5,mpc_real_http,0003I
2460990.70862,195.146875,-4.623111111111111,11.4,r,213,0.5,0.5,mpc_real_http,0003I
2460990.71394,195.14325,-4.622138888888889,11.1,G,R59,0.5,0.5,mpc_real_http,0003I
2460990.718385,195.14054166666668,-4.621222222222222,11.2,G,R59,0.5,0.5,mpc_real_http,0003I
2460990.7232,195.13766666666663,-4.6201944444444445,11.3,G,R59,0.5,0.5,mpc_real_http,0003I
2460990.72513,195.13616666666667,-4.62,11.7,R,A77,0.5,0.5,mpc_real_http,0003I
2460990.7265,195.135375,-4.619694444444445,11.6,R,A77,0.5,0.5,mpc_real_http,0003I
2460990.72787,195.1345,-4.619388888888889,8.6,T,A77,0.5,0.5,mpc_real_http,0003I
2460990.764282,195.11204166666667,-4.611583333333333,12.5,r,Z21,0.5,0.5,mpc_real_http,0003I
2460990.766111,195.110875,-4.611194444444444,12.5,r,Z21,0.5,0.5,mpc_real_http,0003I
2460990.76794,195.10970833333337,-4.610805555555555,12.6,r,Z21,0.5,0.5,mpc_real_http,0003I
2460990.91128,195.02091666666664,-4.580666666666667,11.2,R,H78,0.5,0.5,mpc_real_http,0003I
2460990.9123,195.020375,-4.580583333333333,11.3,R,H78,0.5,0.5,mpc_real_http,0003I
2460990.91282,195.0199583333333,-4.580472222222222,11.2,R,H78,0.5,0.5,mpc_real_http,0003I
2460990.91334,195.019625,-4.580333333333333,11.2,R,H78,0.5,0.5,mpc_real_http,0003I
2460990.91386,195.01920833333332,-4.580222222222222,11.1,R,H78,0.5,0.5,mpc_real_http,0003I
2460991.320934,194.76391666666663,-4.496166666666666,12.8,G,900,0.5,0.5,mpc_real_http,0003I
2460991.32174,194.76354166666667,-4.496083333333333,,,D88,0.5,0.5,mpc_real_http,0003I
2460991.32317,194.76254166666664,-4.495805555555556,,,D88,0.5,0.5,mpc_real_http,0003I
2460991.32458,194.76183333333333,-4.495583333333333,9.6,T,D88,0.5,0.5,mpc_real_http,0003I
2460991.325649,194.76095833333332,-4.495277777777778,13.1,G,900,0.5,0.5,mpc_real_http,0003I
2460991.33835,194.753125,-4.492694444444444,,,367,0.5,0.5,mpc_real_http,0003I
2460991.33939,194.75237499999997,-4.492444444444445,,,367,0.5,0.5,mpc_real_http,0003I
2460991.34529,194.74866666666668,-4.49125,,,367,0.5,0.5,mpc_real_http,0003I
2460991.34634,194.748,-4.491027777777778,9.8,T,367,0.5,0.5,mpc_real_http,0003I
2460991.66821,194.54516666666663,-4.42375,12.1,G,G00,0.2,0.2,mpc_real_http,0003I
2460991.6736,194.54183333333333,-4.422666666666667,11.9,G,G00,0.2,0.2,mpc_real_http,0003I
2460991.67947,194.538125,-4.421444444444445,11.9,G,G00,0.2,0.2,mpc_real_http,0003I
2460991.68832,194.53250000000003,-4.419583333333334,12.1,G,G00,0.2,0.2,mpc_real_http,0003I
2460991.698414,194.52608333333333,-4.417416666666667,13.6,G,204,0.5,0.5,mpc_real_http,0003I
2460991.704854,194.52208333333337,-4.416222222222222,,,204,0.5,0.5,mpc_real_http,0003I
2460991.711294,194.517875,-4.414750000000001,,,204,0.5,0.5,mpc_real_http,0003I
2460991.73973,194.50033333333337,-4.4085277777777785,12.4,G,J47,0.5,0.5,mpc_real_http,0003I
2460991.74968,194.49404166666667,-4.406472222222223,12.3,G,J47,0.5,0.5,mpc_real_http,0003I
2460991.75976,194.487625,-4.404361111111111,12.4,G,J47,0.5,0.5,mpc_real_http,0003I
2460991.764572,194.48445833333332,-4.403194444444445,12.8,r,Z21,0.5,0.5,mpc_real_http,0003I
2460991.766968,194.4828333333333,-4.402694444444445,12.6,r,Z21,0.5,0.5,mpc_real_http,0003I
2460991.769375,194.48108333333332,-4.402055555555556,12.8,r,Z21,0.5,0.5,mpc_real_http,0003I
2460991.8211413957,203.99597273325773,-3.665465811047474,17.872173979256168,r,T08,0.35,0.35,extended_ATLAS_Chile,
2460992.33515,194.12229166666663,-4.282527777777778,8.9,T,D95,0.5,0.5,mpc_real_http,0003I
2460992.33704,194.12104166666668,-4.282111111111111,,,D95,0.5,0.5,mpc_real_http,0003I
2460992.33855,194.12004166666668,-4.282,,,D95,0.5,0.5,mpc_real_http,0003I
2460992.397940529,204.28602739538752,-4.530048707153705,18.628874490462184,r,C51,1.5,1.5,extended_NEOWISE,
2460992.699942,193.888375,-4.205138888888889,11.2,V,R92,0.5,0.5,mpc_real_http,0003I
2460992.711875,193.88054166666663,-4.2026666666666666,10.9,V,R92,0.5,0.5,mpc_real_http,0003I
2460992.713664,193.88004166666667,-4.201777777777778,11.5,G,R59,0.5,0.5,mpc_real_http,0003I
2460992.71438,193.87958333333333,-4.201472222222223,12.1,,C65,0.5,0.5,mpc_real_http,0003I
2460992.71545,193.87741666666665,-4.200861111111111,12.0,,C65,0.5,0.5,mpc_real_http,0003I
2460992.715514,193.87845833333333,-4.201277777777778,11.6,G,R59,0.5,0.5,mpc_real_http,0003I
2460992.7166,193.878,-4.201083333333334,11.3,R,A77,0.5,0.5,mpc_real_http,0003I
2460992.71705,193.8765,-4.200583333333333,12.2,,C65,0.5,0.5,mpc_real_http,0003I
2460992.71876,193.87629166666665,-4.2005,11.3,R,A77,0.5,0.5,mpc_real_http,0003I
2460992.718838,193.875375,-4.200222222222222,11.5,G,R59,0.5,0.5,mpc_real_http,0003I
2460992.72073,193.87525,-4.200055555555556,11.1,R,A77,0.5,0.5,mpc_real_http,0003I
2460992.721032,193.87458333333333,-4.2003055555555555,10.5,j,K74,0.5,0.5,mpc_real_http,0003I
2460992.722446,193.87379166666665,-4.200111111111111,10.7,j,K74,0.5,0.5,mpc_real_http,0003I
2460992.723889,193.872875,-4.200055555555556,11.2,V,R92,0.5,0.5,mpc_real_http,0003I
2460992.724036,193.87270833333332,-4.199777777777778,10.7,j,K74,0.5,0.5,mpc_real_http,0003I
2460993.34119,193.47508333333332,-4.065972222222222,9.7,V,P87,0.5,0.5,mpc_real_http,0003I
2460993.34769,193.47075,-4.064555555555556,,,P87,0.5,0.5,mpc_real_http,0003I
2460993.35545,193.465625,-4.063,,,P87,0.5,0.5,mpc_real_http,0003I
2460993.425,193.42091666666667,-4.0473888888888885,11.8,V,O56,0.5,0.5,mpc_real_http,0003I
2460993.43037,193.41729166666664,-4.046277777777778,11.8,V,O56,0.5,0.5,mpc_real_http,0003I
2460993.43524,193.41408333333337,-4.045222222222222,12.3,V,O56,0.5,0.5,mpc_real_http,0003I
2460993.621867,193.292375,-4.00475,12.12,G,L54,0.5,0.5,mpc_real_http,0003I
2460993.65232,193.272625,-3.99825,12.5,G,L16,0.5,0.5,mpc_real_http,0003I
2460993.653616,193.27170833333332,-3.9980277777777777,12.12,G,L54,0.5,0.5,mpc_real_http,0003I
2460993.65579,193.27041666666665,-3.997527777777778,12.6,G,L16,0.5,0.5,mpc_real_http,0003I
2460993.65926,193.26804166666665,-3.996805555555555,12.6,G,L16,0.5,0.5,mpc_real_http,0003I
2460993.6599626313,203.9457514521934,-4.27029386554604,19.26589085875349,r,T08,0.35,0.35,extended_ATLAS_archive,
2460993.66273,193.26566666666665,-3.9959166666666666,12.7,G,L16,0.5,0.5,mpc_real_http,0003I
2460993.680047,193.25441666666663,-3.992194444444445,12.2,G,L54,0.5,0.5,mpc_real_http,0003I
2460993.700475,193.241125,-3.98775,12.3,r,215,0.5,0.5,mpc_real_http,0003I
2460993.704109,193.23866666666663,-3.986916666666666,12.3,r,215,0.5,0.5,mpc_real_http,0003I
2460993.708009,193.2363333333333,-3.986083333333333,12.3,r,215,0.5,0.5,mpc_real_http,0003I
2460993.908705198,204.1419770098444,-4.878687346249756,16.357784701173603,r,I41,0.18,0.18,extended_ZTF,
2460994.33015,192.828375,-3.848555555555555,12.8,V,Q14,0.5,0.5,mpc_real_http,0003I
2460994.33176,192.82745833333337,-3.8484166666666666,10.1,T,D95,0.5,0.5,mpc_real_http,0003I
2460994.33404,192.82604166666667,-3.847916666666667,,,D95,0.5,0.5,mpc_real_http,0003I
2460994.3348,192.82541666666668,-3.847666666666667,,,D95,0.5,0.5,mpc_real_http,0003I
2460994.336562,192.824,-3.8472222222222223,12.8,V,Q14,0.5,0.5,mpc_real_http,0003I
2460994.41794,192.77083333333331,-3.8288055555555554,12.2,V,O56,0.5,0.5,mpc_real_http,0003I
2460994.42325,192.7672916666667,-3.8276388888888886,11.9,V,O56,0.5,0.5,mpc_real_http,0003I
2460994.42846,192.76375,-3.8264166666666664,11.9,V,O56,0.5,0.5,mpc_real_http,0003I
2460994.699826,192.584125,-3.76625,12.0,r,213,0.5,0.5,mpc_real_http,0003I
2460994.717731,192.572125,-3.762194444444445,12.1,r,213,0.5,0.5,mpc_real_http,0003I
2460994.734074,192.56170833333337,-3.758583333333333,12.5,G,J47,0.5,0.5,mpc_real_http,0003I
2460994.735266,192.56045833333337,-3.758194444444445,12.0,r,213,0.5,0.5,mpc_real_http,0003I
2460994.739803,192.55754166666668,-3.757194444444445,12.5,G,J47,0.5,0.5,mpc_real_http,0003I
2460994.745347,192.5535,-3.7558611111111113,12.6,G,J47,0.5,0.5,mpc_real_http,0003I
2460994.757019,192.546125,-3.75325,12.9,G,G40,0.5,0.5,mpc_real_http,0003I
2460994.759062,192.5449166666667,-3.7527222222222223,11.9,G,G40,0.5,0.5,mpc_real_http,0003I
2460994.760102,192.54408333333333,-3.752555555555555,12.9,G,G40,0.5,0.5,mpc_real_http,0003I
2460994.763941,192.5415,-3.751638888888889,12.8,G,G40,0.5,0.5,mpc_real_http,0003I
2460994.765428,192.540625,-3.751333333333333,11.9,G,G40,0.5,0.5,mpc_real_http,0003I
2460995.217846387,203.87114709761354,-3.6793370082562515,17.738599593902972,r,I41,0.18,0.18,extended_ZTF,
2460995.334537,192.160625,-3.6230277777777777,13.3,V,Q14,0.5,0.5,mpc_real_http,0003I
2460995.341076,192.156375,-3.6216666666666666,12.9,V,Q14,0.5,0.5,mpc_real_http,0003I
2460995.34583,192.15325,-3.6206111111111112,,,367,0.5,0.5,mpc_real_http,0003I
2460995.34867,192.15133333333335,-3.6199444444444446,,,367,0.5,0.5,mpc_real_http,0003I
2460995.3515,192.1494166666667,-3.619305555555555,9.8,T,367,0.5,0.5,mpc_real_http,0003I
2460995.408889,192.11095833333337,-3.605805555555555,12.1,G,O51,0.5,0.5,mpc_real_http,0003I
2460995.420556,192.10358333333335,-3.603361111111111,12.1,G,O51,0.5,0.5,mpc_real_http,0003I
2460995.42331,192.1014166666667,-3.602666666666667,12.0,V,O56,0.5,0.5,mpc_real_http,0003I
2460995.42561,192.09983333333335,-3.6021666666666667,11.9,V,O56,0.5,0.5,mpc_real_http,0003I
2460995.42792,192.09825,-3.601611111111111,12.0,V,O56,0.5,0.5,mpc_real_http,0003I
2460995.432905,192.09520833333335,-3.6006944444444446,12.1,G,O51,0.5,0.5,mpc_real_http,0003I
2460995.612002,191.974,-3.56025,11.1,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.612396,191.97375,-3.560111111111111,11.0,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.613553,191.97295833333337,-3.559833333333333,11.0,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.613947,191.97275,-3.5598055555555552,11.2,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.614329,191.97241666666667,-3.5596944444444443,11.2,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.614722,191.97216666666668,-3.5595555555555554,11.2,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.615498,191.97170833333337,-3.559472222222222,11.0,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.61588,191.97129166666667,-3.5592777777777775,10.9,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.616655,191.970875,-3.559194444444444,11.0,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.617049,191.97058333333337,-3.558972222222222,11.2,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.617431,191.97033333333337,-3.5589999999999997,11.0,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.6186,191.96966666666663,-3.558611111111111,11.0,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.618981,191.969375,-3.5585555555555555,11.1,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.621319,191.96775,-3.5581388888888887,11.1,R,A98,0.5,0.5,mpc_real_http,0003I
2460995.68519,191.924875,-3.5433055555555555,12.4,V,C82,0.5,0.5,mpc_real_http,0003I
2460995.68975,191.92183333333332,-3.5422777777777776,12.1,V,C82,0.5,0.5,mpc_real_http,0003I
2460995.69436,191.91875,-3.5411666666666664,12.0,V,C82,0.5,0.5,mpc_real_http,0003I
2460995.70797,191.90941666666663,-3.5383055555555556,11.3,V,K74,0.5,0.5,mpc_real_http,0003I
2460995.71009,191.90795833333337,-3.537805555555555,11.3,V,K74,0.5,0.5,mpc_real_http,0003I
2460995.712209,191.90654166666667,-3.537333333333333,11.3,V,K74,0.5,0.5,mpc_real_http,0003I
2460995.764536,191.87145833333332,-3.525027777777778,12.4,G,G40,0.5,0.5,mpc_real_http,0003I
2460995.76741,191.8695,-3.524361111111111,12.4,G,G40,0.5,0.5,mpc_real_http,0003I
2460995.771014,191.8670416666667,-3.5235555555555553,12.3,G,G40,0.5,0.5,mpc_real_http,0003I
2460996.31367,191.499,-3.3985,,,D95,0.5,0.5,mpc_real_http,0003I
2460996.31465,191.4983333333333,-3.398277777777778,,,D95,0.5,0.5,mpc_real_http,0003I
2460996.32009,191.49458333333337,-3.3970555555555557,10.0,T,D95,0.5,0.5,mpc_real_http,0003I
2460996.334213,191.48470833333337,-3.393861111111111,12.9,V,Q14,0.5,0.5,mpc_real_http,0003I
2460996.340625,191.48041666666668,-3.392361111111111,13.0,V,Q14,0.5,0.5,mpc_real_http,0003I
2460996.6431,191.2735833333333,-3.3220555555555555,11.1,G,095,0.5,0.5,mpc_real_http,0003I
2460996.64334,191.27304166666667,-3.3218055555555552,11.1,G,095,0.5,0.5,mpc_real_http,0003I
2460996.6455,191.272,-3.3214444444444444,11.1,G,095,0.5,0.5,mpc_real_http,0003I
2460996.64921,191.26933333333332,-3.3205277777777775,11.1,G,095,0.5,0.5,mpc_real_http,0003I
2460996.65179,191.26754166666663,-3.3200833333333333,11.1,G,095,0.5,0.5,mpc_real_http,0003I
2460996.65526,191.26508333333337,-3.319111111111111,11.1,G,095,0.5,0.5,mpc_real_http,0003I
2460996.65834,191.262875,-3.318388888888889,11.1,G,095,0.5,0.5,mpc_real_http,0003I
2460996.692615658,203.63915113819706,-4.201309890125336,17.536588227240102,r,T05,0.35,0.35,extended_ATLAS_SA,
2460996.697072,191.2363333333333,-3.3094444444444444,12.3,G,232,0.5,0.5,mpc_real_http,0003I
2460996.699178,191.2350833333333,-3.308861111111111,11.5,r,A06,0.5,0.5,mpc_real_http,0003I
2460996.701516,191.23329166666664,-3.308333333333333,12.3,G,232,0.5,0.5,mpc_real_http,0003I
2460996.70337,191.23220833333332,-3.3081666666666667,11.8,R,A77,0.5,0.5,mpc_real_http,0003I
2460996.705961,191.23029166666663,-3.3073888888888887,12.3,G,232,0.5,0.5,mpc_real_http,0003I
2460996.709491,191.22804166666663,-3.3065,11.7,r,A06,0.5,0.5,mpc_real_http,0003I
2460996.71198,191.22625,-3.3060555555555555,11.8,R,A77,0.5,0.5,mpc_real_http,0003I
2460996.719769,191.22095833333333,-3.304194444444444,11.7,r,A06,0.5,0.5,mpc_real_http,0003I
2460996.72036,191.22045833333337,-3.3040555555555553,11.9,R,L27,0.5,0.5,mpc_real_http,0003I
2460996.72062,191.22025,-3.3039444444444444,11.8,R,A77,0.5,0.5,mpc_real_http,0003I
2460996.7243,191.21770833333332,-3.303138888888889,11.9,R,L27,0.5,0.5,mpc_real_http,0003I
2460996.72824,191.21499999999995,-3.302222222222222,11.9,R,L27,0.5,0.5,mpc_real_http,0003I
2460997.33765,190.79445833333332,-3.158611111111111,9.8,V,P87,0.5,0.5,mpc_real_http,0003I
2460997.34377,190.79016666666664,-3.1571944444444444,,,P87,0.5,0.5,mpc_real_http,0003I
2460997.34992,190.78595833333335,-3.155638888888889,,,P87,0.5,0.5,mpc_real_http,0003I
2460997.42417,190.734125,-3.1377777777777776,12.4,g,O40,0.5,0.5,mpc_real_http,0003I
2460997.43154,190.7289583333333,-3.1360555555555556,12.4,g,O40,0.5,0.5,mpc_real_http,0003I
2460997.43838,190.72416666666663,-3.134416666666666,12.4,g,O40,0.5,0.5,mpc_real_http,0003I
2460997.62865,190.59166666666664,-3.0895833333333336,12.5,G,C40,0.5,0.5,mpc_real_http,0003I
2460997.63565,190.58670833333332,-3.087888888888889,12.5,G,C40,0.5,0.5,mpc_real_http,0003I
2460997.64259,190.58183333333332,-3.0861944444444447,12.5,G,C40,0.5,0.5,mpc_real_http,0003I
2460997.65618,190.572375,-3.083194444444445,12.5,G,A71,0.5,0.5,mpc_real_http,0003I
2460997.65889,190.5705,-3.0824722222222225,12.4,G,A71,0.5,0.5,mpc_real_http,0003I
2460997.66131,190.56874999999997,-3.081916666666667,12.5,G,A71,0.5,0.5,mpc_real_http,0003I
2460997.681403,190.55479166666663,-3.077027777777778,11.4,V,K74,0.5,0.5,mpc_real_http,0003I
2460997.684907,190.55241666666663,-3.0761944444444445,11.3,V,K74,0.5,0.5,mpc_real_http,0003I
2460997.688409,190.55004166666663,-3.07525,11.3,V,K74,0.5,0.5,mpc_real_http,0003I
2460997.691912,190.54754166666663,-3.0744722222222225,11.3,V,K74,0.5,0.5,mpc_real_http,0003I
2460997.695418,190.5449583333333,-3.073527777777778,11.4,V,K74,0.5,0.5,mpc_real_http,0003I
2460997.697095,190.54391666666663,-3.072777777777778,11.1,V,R51,0.5,0.5,mpc_real_http,0003I
2460997.697708,190.54345833333332,-3.073194444444445,12.1,G,970,0.5,0.5,mpc_real_http,0003I
2460997.700046,190.54204166666665,-3.0728055555555556,12.0,G,970,0.5,0.5,mpc_real_http,0003I
2460997.71617,190.530625,-3.0686944444444446,11.9,R,C10,0.5,0.5,mpc_real_http,0003I
2460997.718449,190.52920833333332,-3.068,11.0,V,R51,0.5,0.5,mpc_real_http,0003I
2460997.72003,190.52791666666667,-3.067777777777778,11.9,R,C10,0.5,0.5,mpc_real_http,0003I
2460997.72367,190.52537499999997,-3.0669166666666667,11.8,R,C10,0.5,0.5,mpc_real_http,0003I
2460997.72713,190.52291666666665,-3.0660833333333333,11.8,R,C10,0.5,0.5,mpc_real_http,0003I
2460997.73059,190.52049999999997,-3.0652777777777778,11.8,R,C10,0.5,0.5,mpc_real_http,0003I
2460997.739433,190.514625,-3.0631666666666666,10.9,V,R51,0.5,0.5,mpc_real_http,0003I
2460997.743102,190.512,-3.062027777777778,12.1,r,J37,0.5,0.5,mpc_real_http,0003I
2460997.758831,190.50079166666663,-3.058361111111111,12.2,r,J37,0.5,0.5,mpc_real_http,0003I
2460997.760289,190.49983333333333,-3.0579166666666664,12.3,r,J37,0.5,0.5,mpc_real_http,0003I
2460997.762847,190.4980416666667,-3.0573611111111108,12.4,r,J37,0.5,0.5,mpc_real_http,0003I
2460998.0857236884,203.43940676570983,-4.460394415544061,18.958749979503843,r,I41,0.18,0.18,extended_ZTF_precovery,
2460998.316852,190.10883333333337,-2.924083333333334,12.2,G,Q21,0.5,0.5,mpc_real_http,0003I
2460998.321111,190.10574999999997,-2.922972222222222,13.0,V,Q14,0.5,0.5,mpc_real_http,0003I
2460998.322303,190.1052083333333,-2.922388888888889,12.2,G,Q21,0.5,0.5,mpc_real_http,0003I
2460998.326505,190.10241666666667,-2.921722222222222,9.9,G,Q21,0.5,0.5,mpc_real_http,0003I
2460998.341748,190.09108333333333,-2.9179166666666667,13.1,V,Q14,0.5,0.5,mpc_real_http,0003I
2460998.4577384307,204.22471482930533,-4.65435843034203,18.690972442714695,r,G96,0.35,0.35,extended_MtLemmon,
2460998.68258,189.84929166666663,-2.835194444444445,12.6,G,A71,0.5,0.5,mpc_real_http,0003I
2460998.69061,189.84354166666668,-2.8332499999999996,12.6,G,A71,0.5,0.5,mpc_real_http,0003I
2460998.691115,189.84345833333333,-2.832972222222222,11.7,G,R59,0.5,0.5,mpc_real_http,0003I
2460998.696112,189.83995833333333,-2.831722222222222,11.7,G,R59,0.5,0.5,mpc_real_http,0003I
2460998.69795,189.8382916666667,-2.8314166666666662,12.8,G,A71,0.5,0.5,mpc_real_http,0003I
2460998.700924,189.8365,-2.8305555555555553,11.7,G,R59,0.5,0.5,mpc_real_http,0003I
2460998.712303573,203.47711498995363,-4.203139202059761,17.11436743837078,r,T08,0.35,0.35,extended_ATLAS_archive,
2460998.713287,189.82758333333337,-2.8274999999999997,12.6,r,232,0.5,0.5,mpc_real_http,0003I
2460998.716736,189.8252916666667,-2.8265555555555553,12.2,r,213,0.5,0.5,mpc_real_http,0003I
2460998.72027,189.82270833333337,-2.825972222222222,11.9,R,A77,0.5,0.5,mpc_real_http,0003I
2460998.72358,189.82025,-2.825194444444444,11.8,R,A77,0.5,0.5,mpc_real_http,0003I
2460998.724826,189.819375,-2.824722222222222,12.5,r,232,0.5,0.5,mpc_real_http,0003I
2460998.728345,189.81695833333333,-2.82375,12.3,r,213,0.5,0.5,mpc_real_http,0003I
2460998.735926,189.81141666666667,-2.821944444444444,12.6,r,232,0.5,0.5,mpc_real_http,0003I
2460998.739456,189.809,-2.821055555555555,12.2,r,213,0.5,0.5,mpc_real_http,0003I
2460999.314352,189.39783333333332,-2.679777777777778,13.1,V,Q14,0.5,0.5,mpc_real_http,0003I
2460999.327882,189.38804166666668,-2.676472222222222,13.2,V,Q14,0.5,0.5,mpc_real_http,0003I
2460999.6040214035,203.7976473631316,-4.387258541582308,18.109714237641697,r,691,0.25,0.25,extended_Spacewatch,
2460999.66962,189.14125,-2.5915000000000004,12.7,G,A71,0.5,0.5,mpc_real_http,0003I
2460999.67459,189.13766666666663,-2.590277777777778,12.5,G,A71,0.5,0.5,mpc_real_http,0003I
2460999.67955,189.13404166666663,-2.589027777777778,12.5,G,A71,0.5,0.5,mpc_real_http,0003I
2460999.682465,189.13225,-2.58825,11.3,V,R51,0.5,0.5,mpc_real_http,0003I
2460999.6845,189.13045833333337,-2.5878055555555557,12.5,G,A71,0.5,0.5,mpc_real_http,0003I
2460999.709219,189.11275,-2.5815277777777776,11.7,G,R59,0.5,0.5,mpc_real_http,0003I
2460999.709433,189.11258333333333,-2.5814166666666662,11.1,V,R51,0.5,0.5,mpc_real_http,0003I
2460999.714212,189.109125,-2.58025,11.7,G,R59,0.5,0.5,mpc_real_http,0003I
2460999.719021,189.10562499999995,-2.5790277777777777,11.7,G,R59,0.5,0.5,mpc_real_http,0003I
2460999.736389,189.09295833333337,-2.5746666666666664,11.0,V,R51,0.5,0.5,mpc_real_http,0003I
2460999.739086,189.09108333333333,-2.5740555555555553,12.4,r,R50,0.5,0.5,mpc_real_http,0003I
2460999.74022,189.08979166666663,-2.5732777777777773,12.5,r,R50,0.5,0.5,mpc_real_http,0003I
2460999.741354,189.089375,-2.5734999999999997,12.2,r,R50,0.5,0.5,mpc_real_http,0003I
2460999.7677,189.07041666666663,-2.5668055555555553,12.3,G,Z21,0.5,0.5,mpc_real_http,0003I
2460999.76912,189.06941666666663,-2.5665,12.3,G,Z21,0.5,0.5,mpc_real_http,0003I
2460999.77053,189.06833333333333,-2.5660555555555553,12.3,G,Z21,0.5,0.5,mpc_real_http,0003I
2461000.27368,188.70187499999997,-2.439305555555556,,,903,0.5,0.5,mpc_real_http,0003I
2461000.2824,188.69575,-2.4370833333333337,10.2,T,903,0.5,0.5,mpc_real_http,0003I
2461000.29157,188.689,-2.435,,,903,0.5,0.5,mpc_real_http,0003I
2461000.31838,188.6687083333333,-2.428138888888889,13.3,V,Q14,0.5,0.5,mpc_real_http,0003I
2461000.33191,188.659,-2.424888888888889,13.2,V,Q14,0.5,0.5,mpc_real_http,0003I
2461000.57049,188.48391666666663,-2.3644722222222225,11.1,G,D04,0.5,0.5,mpc_real_http,0003I
2461000.57915,188.47741666666667,-2.3621944444444445,11.1,G,D04,0.5,0.5,mpc_real_http,0003I
2461000.58181,188.4755416666667,-2.361527777777778,12.7,G,C40,0.5,0.5,mpc_real_http,0003I
2461000.58782,188.47091666666665,-2.359916666666667,11.1,G,D04,0.5,0.5,mpc_real_http,0003I
2461000.58925,188.4700416666667,-2.359638888888889,12.7,G,C40,0.5,0.5,mpc_real_http,0003I
2461000.591946055,204.20621930859284,-4.464777576344801,17.652751661179458,r,568,0.08,0.08,extended_Keck,
2461000.59669,188.4645,-2.3577222222222223,12.7,G,C40,0.5,0.5,mpc_real_http,0003I
2461000.60542,188.45804166666667,-2.3555277777777777,12.7,G,C40,0.5,0.5,mpc_real_http,0003I
2461000.61431,188.4514583333333,-2.35325,12.7,G,C40,0.5,0.5,mpc_real_http,0003I
2461000.61794,188.44883333333337,-2.3523333333333336,11.1,G,D04,0.5,0.5,mpc_real_http,0003I
2461000.62323,188.444875,-2.351027777777778,12.7,G,C40,0.5,0.5,mpc_real_http,0003I
2461000.62661,188.442375,-2.350138888888889,11.1,G,D04,0.5,0.5,mpc_real_http,0003I
2461000.6353,188.43591666666669,-2.347888888888889,11.1,G,D04,0.5,0.5,mpc_real_http,0003I
2461000.637660293,203.57861811560414,-4.50218990934133,19.488475229062228,r,C51,1.5,1.5,extended_NEOWISE,
2461000.67885,188.40383333333335,-2.3368611111111113,12.6,G,134,0.5,0.5,mpc_real_http,0003I
2461000.6797,188.403125,-2.3365833333333335,12.6,G,134,0.5,0.5,mpc_real_http,0003I
2461000.6814,188.401875,-2.336138888888889,12.6,G,134,0.5,0.5,mpc_real_http,0003I
2461000.681481,188.40195833333337,-2.33625,12.3,j,R92,0.5,0.5,mpc_real_http,0003I
2461000.68223,188.40141666666668,-2.336055555555556,12.6,G,134,0.5,0.5,mpc_real_http,0003I
2461000.699155,188.388875,-2.3317777777777775,12.2,j,R92,0.5,0.5,mpc_real_http,0003I
